"writer","date","comment"
"ROZEL","2024.10.20","너무 좋았습니다!!!"
"물뿌","2024.10.20","서브남이 너무 잘생겼어요..."
"영스엑매니아","2024.10.20","주연배우들 젊은 시절 모습이 흥미롭습니다"
"tntntntntnwl","2024.10.20","역시 ㅠㅠ 너무 슬퍼여 오랜만에 봐도 잼나오"
"cx**inas","2024.10.20","또 다른 나 말고 진짜 나의 모습이 나오는 그런 사람과 결국 이어지네요 ,,"
"dl**tjr1234","2024.10.20","오랜만에 로맨틱한 영화를 봐서 정말 재밌었고 감동적이었다. 나로서는 몇몇 이해 안 가는 장면도 있고 했지만, 정말 즐겁게 관람한것 같다 한번 꼭 보시길👏"
"쪼뿌니","2024.10.20","평범한 집안의 청년과 부잣집 아가씨가 여름날 시골에서 만나 서로 사랑했지만 이별하고선 시간이 흐른 뒤,완벽한 약혼자를 둔 여성이 예전 첫사랑 남성과 재회하면서 벌어지는 이야기를 다룬 영화.배우들의 명연기와 아름다운 영상과 감동적인 스토리가 어우러져 몰입해서 재미있게 봤어요."
"je**i612","2024.10.20","너무너무 좋았습니다.눈물 주루룩"
"ba**ok7","2024.10.20","리미티드티켓 잘 받았어요 ㅎㅎ"
"cinevip","2024.10.19","포스터 소진되어서 다 못받았네요 ㅠㅠ"
"태사녀","2024.10.19","if you are a bird, I am a bird."
"lc**sk","2024.10.19","지금 보기에는 너무나도 진부한"
"hy**20","2024.10.19","재개봉 이유가 확실한!! 인생영화 였습니다~❤"
"쥬디디","2024.10.19","영화 재밌었습니다 두배우의 리즈시절"
"sg15","2024.10.19","노트북  재밌었어요,  .."
"빨강머리앤이야","2024.10.19","재개봉 너무 좋아요~ 로맨스양화 오랜만이에요~^^"
"lys2337","2024.10.19","영화는 역시 클래식한 로맨스의 정수 

근데 제발 영화 보면서 지들끼리 속닥속닥 거리는 개매너는 진짜 어디서 배운거냐 시발 넘들아"
"깜장보리콩","2024.10.19","영화 러닝타임 2시간 중 1시간 반을 울면서 본 영화
명작이라 불리는 이유가 있었다"
"ka**37312","2024.10.19","참 아름다운 영화 많은 사람들이 봤으면 좋겠다"
"성원","2024.10.19","엄청 감명깊게 봤네요 영화관에서 봐서 좋았어요"
"eh**l9926","2024.10.19","명작은 영화관에서 관람해야죠~"
"부락촌","2024.10.19","고전명작 잘보았습니다"
"su**ooke","2024.10.19","dsgdsgdsgsdgsdg"
"pc**036","2024.10.19","asdgsdgsdgsdgsdg"
"정소위","2024.10.19","감동적이에요 너무 따뜻한 내용"
"ha**ol1714","2024.10.19","눈물광광.. 나만 울어?? 나만 코먹는소리냄 ㅜㅜ
진짜 최애영화..."
"ts**19","2024.10.19","최고예요. 꼭한번 보세요"
"내일은맑음2","2024.10.19","재밋게잘보았습니다
감동이네요"
"su**e5004","2024.10.19","가을감성 물씬 풍기는  감동덕인
영화였습니다"
"ii**ee","2024.10.19","눈물이 났어요 ㅠㅠ 감동적이었어요.
다시 보고 싶어요"
"용산씨쥡러버","2024.10.19","눈물나는 감동스토리
재개봉영화는 다봐야해"
"hy**80","2024.10.19","너무 보고 싶었던 노트북을 볼 수 있어서 좋았어요
배우들의 연기가 정말 감동적입니다"
"kh**1978","2024.10.19","<노트북> 개봉 20주년 기념, 기적 같은 세기의 러브스토리가 다시 시작된다!"
"gr**nlove","2024.10.19","모태솔로도 보면 눈물 1리터 흘리는 영화임"
"kk**g9243","2024.10.19","집에서 VOD로만 보다 스크린으로  보니 너무좋았네요."
"윤재희희","2024.10.19","눈물 광광
앨리 재히 노아 승연"
"우롈","2024.10.19","15세에 배드씬좀그만~"
"do**jun","2024.10.19","풋사랑 그 아련한 기억들과 추억"
"나이스호","2024.10.19","다시 봐도 감동이네요
즐"
"su**yemi","2024.10.19","사랑스럽고 슬프고 다 하지만"
"redax99","2024.10.19","20년만에 다시 느껴보는 감동적인 러브스토리는 여전했다~♡"
"my**n13","2024.10.19","이쁜 로맨스영화에 적당하게 재밌는 요소도 있구 정말 재밌게봤습니다 감동적이고 앨리가 노아에게 스며드는 그 과정이 꽤 자세하게 드러나서 더 인상깊었던 것 같습니다"
"남광하우스토리","2024.10.19","모처럼 감동적인 영화를 본것같습니다.
60초반 나이인데 저의 미래를 본것같아
와이프에게 좀 더 잘 해야겠다는 생각을
가지고 갑니다."
"eo**un03","2024.10.19","재밌어요 또 보고싶어요"
"뚜울리","2024.10.19","Classic is best:)"
"은빛민이","2024.10.19","오랜만에 명작영화보니 추억이..."
"미소는 어린이","2024.10.19","재밌게 봤습니다 좋아요"
"우렁서방","2024.10.19","명작이네요. 전자기기 노트북이 언제 나오나 했는데..."
"ja**593","2024.10.19","재밌어요 잘 봤습니다 ㅎㅎ"
"안양천변시니어","2024.10.19","여자의 사랑이 뭔지 오락 가락
맞추기 힘든 일이예요ㅎ"
"d2**9098644","2024.10.19","명작은 말이 필요하지않다. 블록버스터의 시대 속 오로지 스토리텔링으로 엄청난 역량을 보여준 영화"
"bj**7995454","2024.10.19","이게 뭔 스토리고....전 이해안되여"
"행복한은아","2024.10.19","재미있어요 혼자봐도 좋은건 같아요 슬픈장면도 있고"
"여영희","2024.10.19","재미나게 잘 봤어요~~!!"
"ru**con2004","2024.10.19","어바웃타임처럼 감동 뭉클
2시간 반 동안 가을 흠뻑 느끼고 왔네요
둘도 좋지만 왠지 혼자 보는것도 더 강추"
"sy**ng71922","2024.10.19","재개봉해서 잘 봤습니다."
"신나라85","2024.10.19","잘 봤습니다 감사합니다"
"ho**i1919","2024.10.19","설레이는 마음으로 봤어요
재밌어요"
"백호여","2024.10.19","노트북 영화 잘봤습니다"
"프로혼영러*","2024.10.19","이런 로맨틱한 사랑 하고 싶다"
"qw**52022417","2024.10.19","다들 노트북이 인생 영화라고 해서 궁금해서 봤는데...진짜 제 인생영화가 되었습니다... 보면서 와,,사랑이 저렇게 아름다운 거구나...하는 생각이 들었네요. 마지막부분에서 살짝쿵 눈물도 났답니다. 너무 아름답고 따뜻해지고 감명깊은 시간을 보냈습니다"
"ha**eyes2","2024.10.19","노트북 노트북 좋았어요 !"
"젠나","2024.10.19","너무 인생영화라 영화관에서 또 봤네요 엉엉 볼때마다 매번 오열하는 멜로영화입니다 왜 명작인지 정말…굳"
"sggvv","2024.10.19","로맨스영화중에 손꼽히는 명작"
"tk**nl1206","2024.10.19","좋았던 영화 다시 보고 싶은"
"옥수수팡","2024.10.19","노트북 노트북 노트북 노트북"
"ha**lesando","2024.10.19","고전미가 물씬. 별다른 자극 없이 가슴 속 한구석을 건드는."
"zz**gga45","2024.10.19","the notebook"
"le**n3416","2024.10.18","너무 좋았어요~!@#%"
"착한 악마","2024.10.18","재밌네요. 잘 봤습니다."
"모라토리움","2024.10.18","노트북 재밌게 잘 봤습니다"
"다뉴미","2024.10.18","사랑을 위해서라면 무엇이든지 할 수 있다는 말의 표본"
"버튼오빠사랑해","2024.10.18","마지막으로 라이언 고슬링 나온 영화 본 게 바비였는데 노트북 보니까 친척어른의 연애를 보고 온 느낌ㅋㅋㅋ레이첼 맥아담스 웃는 모습은 말이 안되고요…. 결론은 노트북 재개봉해줘서 감사합니다"
"여름♥","2024.10.18","앨리가 너무 사랑스럽네요"
"추억맨","2024.10.18","다시 봐도 명작. 눈물이 그렁그렁"
"ci**690","2024.10.18","다시봐도 감동적입니다"
"MR. JAY","2024.10.18","너무 감동적이네요. 시간가는줄 모르고 봤네요."
"미료미","2024.10.18","혐오보다 사랑이 어렵다"
"ha**ah137","2024.10.18","영상이 너무 예쁘고 레이첼 맥아담스가 제일 예뻣다.."
"qk**dn9009","2024.10.18","역시 오랜만에 봐도 너무 감동적이에요.!"
"ka**37","2024.10.18","좋았어요~~~***"
"wh**nf","2024.10.18","04년이면 군대있을때 개봉한 영화였는데 명작으로 알려져있는만큼 명불허전 정말 재밌게 봤습니다"
"so**4526","2024.10.18","노트북 오랜만에 극장에서 잘 봤어요"
"km**00605","2024.10.18","너뮤슬프고 편지 읽을 때 눈물 줄줄 흘러써요.."
"ji**2956","2024.10.18","재밌게 잘 봤습니다.."
"낙지육회","2024.10.18","오랜만에 잘 감상했어요"
"km**60731","2024.10.18","진짜 3번째 보는데도 너무 재밌어요 확실히 집에서 보는거랑 영화관에서 보는거랑 차원이 다르네요 꼭 영화관에서 한번 봐보시길"
"뽜밹렄딬","2024.10.18","차 없는 새벽에 신호를 지키고 규칙을 따름은 퇴행에 순응함인가?"
"go**nut","2024.10.18","중간중간 다소 억지스런움도 있지만 잔잔하니 아름다운 영화입니다. 마지막 장면 보면서 울었어요."
"dm**ks8325","2024.10.18","너무 명작입니다..!!"
"haaaaram","2024.10.18","”영혼을 바쳐 한 사람을 사랑했고, 그것만으로도 성공한 인생입니다“"
"so**yoonp","2024.10.18","홍선이랑 봤으면 참 좋았을거라 생각을 했다 이미 너무 늦었지만 .후회와 사랑이 고스란히 느껴지는 영화였다.."
"bi**uhyun","2024.10.18","어느새 고전이 되어버린 추억의 명화"
"짱정이","2024.10.18","명작이라고 불리는 작품이 왜 명작인지 알려주는 영화"
"JiEKim","2024.10.18","재미재미재미대미재미"
"아빠의 청춘","2024.10.18","재밌게 잘 봤습니다 ㅎㅎ"
"초코시나몬","2024.10.18","둘의 사랑이 기적을 만들고.."
"챙1218","2024.10.18","역시 믿고보는 내 인생영화... 봐도봐도 눈물 나네요 이런 사랑을 하면 어떤 느낌일까..."
"raphaelspecial","2024.10.18","결말을 알아도 보고 싶은 영화가 있는 법"
"보리","2024.10.18","예전에  봤었는데  다시  봐도  좋네요"
"kk**njun","2024.10.18","""영혼을 바쳐 한 사람을 사랑했고, 그것만으로도 성공한 인생입니다"""
"영화꽝꽝","2024.10.18","젊은 시절의 사랑이 상대를 향한 열정이라면 나이먹은 노년의 사랑은 사랑에 대한 추억과 상대를 위한 끝없는 헌신.."
"to**3047","2024.10.18","좋아요 좋아요 좋아요 굳"
"심심풀이영화","2024.10.18","잘보고 왔어요 잔잔하고"
"해밀☆","2024.10.18","노트북 노트북 노트북 노트북"
"su**50002","2024.10.18","다시보아도 ~념  감동입니다
잘보았어요"
"온초연","2024.10.18","로맨스 멜로 영화의 교과서"
"cj**a777","2024.10.18","재미있어요 재미있어요"
"ji**08080","2024.10.18","재미있어요 재미있어요"
"CGV통키","2024.10.18","상처받는사람은없어야됩니다"
"빌레로이앤보흐","2024.10.18","보고있으면 기분좋아지는영화"
"윤뱅","2024.10.18","정성스럽게 접은 예쁜 편지 봉투와 편지지를 준비한들 담긴 내용에서 눈길을 끌지 못한다면. 쓰는 마음과 읽는 마음 사이의 온도차."
"레몬백개","2024.10.18","잔잔하고 아름답고 내취향영화임. 너무 잘 봤어요.
잘 늙고 싶네요.사랑하는사람과.
휴지를 안가져가서 살짝흐르는 눈물닦기 힘들었어요.
보고나니  스스로 생각을 많이하게 되는 좋은영화임."
"랬지","2024.10.18","너무 애틋해서 맴이 애려요"
"꿀떡","2024.10.18","정말 아름다운 이야기였어..."
"해밀리나","2024.10.18","노트북 노트북 노트북  노트북"
"까미th","2024.10.18","제 노트북 좀 써주실래요"
"lovelyz77","2024.10.17","남녀간에 사랑을 정말 이해가  가요"
"HANJONGHUN","2024.10.17","아 학교 끝나고 보다가 피곤해서 결말 못보고 잠들어버렸네 ㅠㅠ"
"메쪼쵸","2024.10.17","제 인생영화가 노트북으로 바뀌어버릴 정도의 최고의 영화였습니다👍🏻"
"tl**s697","2024.10.17","개오열… 휴지 꼭 챙겨가세요"
"dl**mdgus12","2024.10.17","대사 하나하나가 마음을 울리는 .."
"♥REJ♥","2024.10.17","이 영화 이후로, 나는 라이언 고슬링 보기만해도 짠하다."
"jo**44","2024.10.17","잘봤습니다 잘봤습니다"
"li**iwon08","2024.10.17","아름다운 영회같아요 배우가 예뻐요"
"su**21tprl","2024.10.17","아름답다는 느낌으로 빠져들게 하는 ~ 이영화는 누구나 꼭 봤음 좋을듯"
"mj**24cgv","2024.10.17","너무 감명 깊은 영화에요 저는 두번 봤는데 역시 로맨스는 영화관에서 봐야지 더 깊게 감상하실수 있어요🫰🏻"
"다시마","2024.10.17","짜증기 없던 시절의 라이언 고슬링!"
"st**r83","2024.10.17","재개봉기념잘 봤어요.."
"나무와달","2024.10.17","재밌게 잘 봤습니다 ㅎㅎㅋ"
"강다니엘1210","2024.10.17","영화 나름대로 볼만했어요"
"화성외계인","2024.10.17","바자다다가사마나나아아라"
"하늘산책","2024.10.17","사랑스러운 영화. 왜 유명한지 알겠음. 어린 청춘들의 풋풋하고 열정적인 사랑과 평생의 지고지순한 사랑을 동시에 보여줌. 이런 서술구성일 줄은 생각 못 했는데 그들의 순애보를 잘 담아냄. 슬픈 느낌은 아닌데 눈물나서 조금 당황스러웠으나 많이들 훌쩍거림. 그래도 둘은 평생을 나름 행복했을듯."
"그윈플렌","2024.10.17","여운이 짙게 남는 작품이다.  관람만족감이 높아서 더욱 기억에 남을듯하다. 20년전 두 명배우 보는 맛도 달달하다. 참으로 좋은 작품이라 생각한다"
"행복오메","2024.10.17","젊은 라이언고슬링 새롭고 여주미소 정말 멋집니다 참으로 찐사랑 영화입니다"
"mi**eva0710","2024.10.17","원해 영화보고 잘안우는데 너무 슬퍼서 끝나고도 눈물이 계속 났어요.. 너무슿퍼요 한번이라도 풋사랑을 겪어봣다면 눈물을 펑펑흘릴것같네요"
"찌민맘-JIMIN","2024.10.17","영원한 사랑....
스크린을 통해 노트북을 볼 줄은 몰랐는데 정말 좋았어요"
"pg**226","2024.10.17","너무 낭만있고 사랑이 뭔지 알게 되는 영화입니다"
"ch**in9708","2024.10.17","로맨스의 정석같은 영화"
"sk**k1215","2024.10.17","Ott로 한 번 본 영화인데 영화관에서 다시 보고 싶어서 왔고 너무 좋았어요"
"콩떡쿵냥","2024.10.17","사랑이 이렇게 아름다운 건지 몰랐습니다"
"hy**jin0414","2024.10.17","스토리가 조금 촌스랍지만 분위기와 ost와 배우들 연기가 다 한 영화"
"8620","2024.10.17","낭만이란 이런게 아닐까"
"배서영3","2024.10.17","이런 잔잔한 호수같으면서도 거친 파도와도 같은 사랑."
"db**lfkd1","2024.10.17","영화 잘 봤습니다. 좋았습니다."
"JOO_A_","2024.10.17","잘 봤습니다. 감사합니다."
"usnavy","2024.10.17","고스트에 버금가는 러브스토리! 명작!"
"Yeon★","2024.10.17","첫사랑은 안 이뤄진다는 말을 깨버린 영화. 그들의 아름다운 이야기에 감명 받았습니다."
"가나다라마바사아자차카ㅏㅋ","2024.10.17","너무 잘 봤어요 봐도 또 보고 싶은 영화"
"uk**ntai03","2024.10.17","어렸을때보고, 나이들어 다시 보면 좋은 영화"
"전지현씨비에치씨","2024.10.17","명작이 명작했다. 재밌었어요"
"so**agi","2024.10.17","감성이 메말랐나봐요. 그냥 그랬어요"
"카루시파Castle","2024.10.17","몇번을 봐도 최고의 로맨스영화! 흔들리는 앨리를 사랑하지 않을 수가 없다. 두 주연배우 모두 이때는 풋풋했네요. 너무 이쁜 영화입니다."
"jk**20","2024.10.17","재미있고 좋았어요!! :)"
"bh**41","2024.10.17","잼있게 재미있게 ..."
"dossp","2024.10.17","20년전 감성이긴하지만 그건 그런데로 보기 좋음
좋은 배우들 20년전 풋풋한 얼굴들봐...
나도 20년 전으로 가고 싶구나..."
"장효원","2024.10.17","글자와 종이가 바래져도 그 안에 담긴 것은 영원하니"
"mi**323","2024.10.17","20년 전에 본 영화를 다시 또 봤습니다.
20년 세월 만큼이나 보는 시점도 달라졌고...
옆 좌석에서 훌쩍이는 관객의 마음도 헤아려집니다."
"yolooooooo","2024.10.17","역시 영화는 영화관에서 봐야함.
영화관에서 보니 눈물 줄줄"
"아룐3","2024.10.17","최고에요 진짜 너무 재밌어요"
"or**ge69515","2024.10.17","아름답고도 애절한사랑
 인생동화였음좋겠다는생각이듭니다
눈물이나도모르게나옴
많은생각을 하게하네요
 오랫만에 감성을 촉촉히적셨어요"
"se**ann1","2024.10.17","재미있게 잘 봤어요~~^^"
"si**3579","2024.10.17","ㅡ간만에 넘 아름답고 감동적인
   작품 봤어요
ㅡ숨이 멎을것  같은  아름다운 영상과
   17세의 사랑과  순애보
   노년부부의 가슴 절절한
  순애보  꼬~옥 보세요
ㅡ이런 명작이 대박이  나지 않은게
  안타깝네요"
"ya**2milk","2024.10.17","지민이 생각나서 봤는데
언제 봐도 슬프지만 따뜻해요"
"bi**e1761","2024.10.17","진짜 꼭 보세요!!
진짜 감동적인 영화에요.
꼭 좋아하는 사람과 보세요"
"me**ng904","2024.10.17","다시봐도 재밌고 감동 명작이다"
"리산알가입","2024.10.17","너무 재밌게 봤네요.. 진즉 보지 못한게 후회됩니다"
"수훈제","2024.10.17","친구들과 재밌게 봤습니다
감동~"
"힐링ㅇ으","2024.10.17","진짜 노트북이 재개봉 한다고 해서 너무너무 기뻤는데 영화관에서 보니까 확실히 느낌이 너무 달랐어요.. 진짜 더더 재밌게 느껴졌고 엔딩이 너무 슬프지만 좋았습니다!!"
"털보아제","2024.10.17","친구와 재밌게 봤습니다"
"lc**ath","2024.10.17","오랫만에 감동이었네. 20년전에 나온가 난 왜 기억이 안나는지… 요즘 중년되고보니 고민하는 잊혀짐에대해 또 생각해 본다! 정말사랑함은 저런거네 싶고. 백만년만의극장관람 좋았어"
"비코비코","2024.10.17","남자친구 인생 영화라고해서 보러 갔었는데 진짜 여운이 많이 남는 영화에요 너무 좋은 영화라 또 보고싶어요! 진짜 추천하고 영화관에서 보니 몰입도도 좋아 너무 집중해서 봤어요 완전 추천합니다"
"수기전사","2024.10.17","좋아요 재미있게 보세요"
"tu**2005","2024.10.17","재미있었어요ㅡㅢㅣㅡㅢㅣ"
"숏스탑","2024.10.17","리이언고슬링의 어린모습 풍경이 멋진"
"@_@","2024.10.17","추천을 많이 하던 영화라 보게됨"
"ya**lim1","2024.10.17","라이언 고슬링의 풋풋했던 시절.
아름다운 영화, 사랑의 정석 같은 이야기"
"kh**0210","2024.10.17","이렇게 사랑할수있고 사랑받을수있으면 성공한 인생이고 최고의 행복이죠"
"SinOf","2024.10.17","좋은 영화 감사드립니다.너무 좋았어요."
"anytime0410","2024.10.17","사랑하면 이들처럼.. 너무 맞는 말이다
첫사랑이 끝사랑이 되고
다른 사람이 곁에 있음에도 고백을 하는 용기, 
약속을 지켜내고 또 기다리는 믿음과 순애보.
억지를 부려도 사랑할 수밖에 없는 밝은 품성.
실화라는 이런 사랑을 나도 하고 싶었다
아름다워 눈이 부시고 가슴이 시린 영화."
"kh**eogre3","2024.10.17","노트북 재미있습니다.."
"Total Eclipse","2024.10.17","사랑한다면 이들처럼…"
"jinny__00","2024.10.17","이것또한 뜨거운 사랑이기에."
"gl**termai","2024.10.17","영화에 한시도 눈을 뗄 수 없었음!! 이야기가 궁금해서~ 
영화 끝난 후엔 와!! 감동!!!
울지 않을려고 했으나 나도 모르게 이미 울고 있었음
어바웃 타임이나 라라랜드에서 나온 주인공의 이미지가 떠오르고 그들의 필모에 정석같은 느낌!! 
주변 인물들 모두 공감되는 캐릭터였음!! 완전 강추!!!"
"연두부두부","2024.10.17","8년전, 사랑을 모르던 20살의 나는 앨리를 이해할 수 없었다. 28살의 나는 이상하게 슬픈 것도 아닌데 눈물을 흘리며 봤다. 아무리 애를 써도 쏟아지는 빗물을 피할 수 없었던 건 아마도 사랑을 뜻하는 게 아닐까. 다른이를 사랑한다 입으로 백번 외쳐도 내 시선과 의식이 향하는 이가 사랑일테니."
"co**backbum","2024.10.17","재미있게 봤습니다!!!"
"dpx","2024.10.17","재미있게 잘봤습니다."
"남궁후니후닝후니훈","2024.10.17","진짜슬프네…근데 2주차 포스터 수량왜이리작죠.."
"byeday","2024.10.17","레이첼맥아담스를 알게해준 영화. 엄청 오랜만에 다시 보았는데 영화시작이 이랬었구나 이야기순서가 이랬었구나 하면서 보는데 다시봐도 눈물광광 주르륵ㅠㅠ이었어요"
"is**377","2024.10.17","눈물없는 T가 눈물 고인"
"Garden","2024.10.17","진실된 사랑의 과정과 결과~~"
"rl**lgus12","2024.10.16","영화관에서 보니 새롭네요"
"라이뚜바","2024.10.16","어린 시절 첫사랑의 감정을 아름답게 녹여낸 영화. 한 권의 책 속 이야기를 전달하는 현재와 과거의 장면이 교차되어 몰입도를 높였다."
"j2**retty","2024.10.16","이제는 로맨스 장르를 대표한다고 말할 수 있는 영화"
"아요이이","2024.10.16","이 영화를 상영관에서 볼 수 있어 감사합니다"
"so**n0309","2024.10.16","재미있어요 재미있어요"
"우영우영화교실","2024.10.16","정욕으로 가득찬 한 여름밤의 황당하고 긴 꿈."
"무비  매니악","2024.10.16","첫눈에 반한 사랑이 평생의 사랑이었네요 또한 두연인의 아름다운 서사시 같은 스토리는 정말 눈물겨움"
"nam000","2024.10.16","오랜만에 보는 명작..잊고있던 장면들이 많았네요."
"ec**l94","2024.10.16","어떻게 이런 영화를 만들었지..?
이것이 실화 였다고요?!
좋은 영화들 많이 많이 재개봉 해주세요!!"
"찌뿅","2024.10.16","재밌게 보고 왔습니다ㅎㅎ"
"꼬막칭구","2024.10.16","영화관에서 보니 더 좋아요"
"허밋퍼플","2024.10.16","사랑의 힘을 느낀 따스함이 가득한 시네마"
"sword","2024.10.16","노트북..노트북.."
"꿈의세상","2024.10.16","잔잔하고 평온한 느낌의 영화입니다"
"동녘햇살","2024.10.16","생각보다 괜찮았어요."
"한마리의킬러","2024.10.16","마음 따뜻해지는 영화. 이런 운명이 있다니 행운이다"
"so**s90","2024.10.16","극장에서 다시 봐도 좋네요~"
"yo**gj0103","2024.10.16","재밌게 봤습니다! 재개봉해서 극장에서 볼 수 있어서 좋았어요~"
"라암주ㅣ","2024.10.16","철없이 어렸던 10대시절부터 죽기 직전의 노인이 될때까지 사랑이 이렇게 지고지순할 수 있을까"
"Taeheeeee","2024.10.16","Sooo goood!!!!"
"이쁜딸이둘","2024.10.16","계속 눈물이 났어요. ㅠㅠ"
"kj**6541","2024.10.16","재미있게 관람했습니다..."
"영세남","2024.10.16","젋은 시절의 두배우를 보는 재미.

노년을 연기한 배우들도 나름 인상적이지만.

노트북은 로맨스의 고전.누군가를 사랑한다면 그들처럼.."
"나지금","2024.10.16","내용을 알고 보는데도 설레고 눈물 질질 짜고  소리까지 내며 울일이야?응...울일이야ㅠㅠ 역시 영화는 극장에서 봐야해요!! 근데 기분 나쁘게 현장 이벤트는 왜 서울에서만 하는 거에요?!!정말 맘 상하네 !! 내리기전에 또 보러 가야겠다."
"쟈스민은선","2024.10.16","예전에 못봐서 아쉬웠는데 이렇게 재개봉을 하게 되어 넘 반가웠어요 친구와 재밌게 봤네요 재미와 감동까지 좋은 시간이었어요"
"0409정영지","2024.10.16","역시 로맨스의 고전인만큼 설레고 재미있었어요"
"Bluesky88","2024.10.16","재미있었습니다 노트북"
"Bitey","2024.10.16","책장을 넘기다 준비못한 왈칵"
"제닉가드","2024.10.16","조아요조아요조아여오"
"TG330","2024.10.16","CGV 용산 노트북 리미티드 티켓"
"큰슈","2024.10.16","재밌게 관람 하였습니다 감사합니다"
"ms**825","2024.10.16","예전에 보다가 하차했는데 나이먹어서 보니까 감동적이고 좋네요"
"LUV SVIP","2024.10.16","아주 마음에드는 영화였습니다.좋았어요."
"kg**5305","2024.10.16","다시 보는 감동...
마음이 따뜻해집니다"
"진한라떼","2024.10.16","배우들의 풋풋함이 새삼 신선하고 다시봐도 가슴 찡하네요^^"
"km**81018","2024.10.16","보는 내내 이상하리만치 누군가를 
계속 떠올리게 되는 영화"
"me**ssa1070","2024.10.16","어지러울만큼 운 영화 세상에 이것보다 슬픈 영화는 업ㄱ다…."
"so**k02053","2024.10.16","가을에 보기 좋은 로맨스 영화"
"정아**","2024.10.16","추억으로 남는 영화중 영화"
"ty**iotyty","2024.10.16","명작이라 불릴 만했다. 너무 재밌음"
"hxnkxs","2024.10.16","If I had a happy ending with you"
"kj**718295","2024.10.16","닉카사베츠노트북.."
"BTS♡♡ARMY","2024.10.16","스토리영상 배우연기 명작인거 알겠음
라이언고슬링 재발견"
"sp**qjrhdkfk","2024.10.16","ㅠㅠ 한 번 더 보고 싶어요 진짜 눈물 절절"
"달냉쓰","2024.10.16","연인이랑 보기 너무 좋은 영화! 더 끈끈해질수있어요"
"김프로","2024.10.16","배우들의 명연기와 시나리오
감동입니다
강추합니다"
"애나벨","2024.10.16","로맨스의 걸작!
라이언 고슬링과 레이첼 맥아덤스의 명연기는 덤
사랑스런 레이첼의 매력에 빠져든다"
"유잉엉옹","2024.10.16","너의 최애 영화 같이 보고 싶었는데"
"maitresse","2024.10.16","잔잔하지만 사랑스런 영화...어케보면 이기적인 사랑~~
근데 요즘 영화가 잼난게 없는건가요??? 개봉하는 영화들이 영..."
"줄스","2024.10.16","한 남자와 한 여자가 만나서 사랑할 때 생각해 볼 수 있는 모든 것, 남녀가 사랑에 빠지면서 겪게 되는 수많은 어려움에도 불구하고 처음부터 마지막까지 첫사랑을 지켜내는 남자의 모습이 진한 여운을 남긴다."
"ju**pee1010","2024.10.16","사랑의 종착지로 가는 여정"
"영화혼자봅니다","2024.10.16","ㅓㅎㅊ챻챻챻ㅌ려렽톃"
"눈까리","2024.10.16","늦여름 같은 영화. 가지말라고 붙잡다가 끝내 동화되어버리는 사람에 대한 영화."
"Z_19","2024.10.16","플로우를 알면서 봐도 장면 하나하나가 너무 아름다운 영화.. 영화관에서 볼 수 있어서 좋았습니다!"
"여름 방랑자","2024.10.16","아주 아름답고 이상적인 사랑이야기"
"노루를 숨겨준 나무꾼","2024.10.16","★★★★☆ 
격렬하게 애증하고, 기품있게 알아간다."
"da**n2876","2024.10.16","다시볼만한 가치가 있는 영화.
내가 영화를 한창 좋아했던때의 감정을 다시 느낄수 있었다"
"he**oyu102","2024.10.16","눈물 줄줄 명작은 명작 몇번을 다시 봐도 좋습니다"
"os0959","2024.10.16","영상과 스토리가 좋았습니다"
"gi**aroo","2024.10.16","너무너무 재밌었어요! 조금은 뻔한 러브스토리라고 생각될 수 있었지만 그래서 더 재밌고 마음이 찡해지는 영화였다고 생각합니다. 그런데 이 영화가 실화였다는게 더 놀라웠습니다. 한번쯤 살면서 보면 좋을 것 같은 영화라고 생각이 듭니다. 재개봉하게 된 이유가 있는 것 같네요~^^ 정말 인상깊네요"
"Bartsimpson","2024.10.16","나중에쓰자나중에쓰자"
"Janette 자넷","2024.10.16","20주년 재개봉하는 이유가 충분한 영화"
"짱오기","2024.10.16","20년이 지나서 다시봐도  명작입니다!!
또 보고싶은 영화예요^^"
"안단테프로","2024.10.16","너무 아름다운 스토리... 늦게나마 보게되서 좋았어요"
"ki**e1119","2024.10.16","이시대 가장 아름다운 사랑이야기"
"na**1807","2024.10.16","오랜만에 다시 봤는데도 너무 좋네요"
"sa**t100","2024.10.16","어릴때 처음 만나서 늙어서 죽음을 같이 맞이할때까지 사랑과 인생을 아름다운 영상과 멋진 연기로 잘 표현해낸 영화네요."
"ah**0109","2024.10.16","인생 영화였던 작품을 극장에서 볼 수 있다는 것 자체가 좋았습니다..! 큰 화면으로 보니 더욱 더 사랑스러운 앨리. 영상미는 말할 것도 없어요. 노트북은 정말 희대의 명작이네요."
"ps**8236","2024.10.15","아름다운 사랑 이야기에 더하여 너무 아름다운 자연이 잘 어울리는 영화였습니다."
"seohh","2024.10.15","마지막에 너무 슬품
남주가 수염을 밀엇다면 고민도안하고 노아 선택할듯"
"minga0000","2024.10.15","흑흑 감동적 ㅠㅡㅠ 꼭 보세요"
"쩜프토마토","2024.10.15","이토록 운명적인 사랑도 이렇게 수많은 역경을 지나는데 어찌 사랑이 쉽다 할 수 있겠어요🥲"
"찬은우","2024.10.15","재밌나 내가 본게 아니라"
"잠재력","2024.10.15","명불허전! 빛이 나는 배우들의 젊은 시절 너무 아름답다!!"
